speaker,minute,text,event,id
George Stephanopoulus,54:01:00,"So, you’re not going to rule it in or rule it out?",Biden Town Hall 2020,Wue3sgYdI2
Joe Biden,54:03:00,"I’m not going to rule in or out. Well, I’m going to hire really first rate prosecutors and people who understand the law like Democrat and Republican administrations have had, and let them make the judgements, but turning this into a vehicle for your, as if it’s your own law firm, you don’t own that justice department. You pick the best people you can and you hope that what they’re going to do is they’re going to enforce the law as they see it. But can you remember any Republican president going out there or former Democratic president go find that guy and prosecute him? Remember, where you hear that? Or by the way, I’m being sued because a woman has accused me of rape. Represent me. Represent me. Personally represent me in the state of New York on my not allowing my tax returns. What’s that all about? What is that about?",Biden Town Hall 2020,tUMLkRtGnL
George Stephanopoulus,54:52:00,Got to take another break. We’ll be right back.,Biden Town Hall 2020,7W5GGw3uEB
Speaker 2,54:58:00,"The executive power shall be vested in a president of the United States of America. He shall hold his office during the term of four years and together with the vice president chosen for the- From the constitution center in Philadelphia, here again, George Stephanopoulos.",Biden Town Hall 2020,tlsLAUnIoK
George Stephanopoulus,59:51:00,"And welcome back to our town hall with Former Vice President Joe Biden. We’re going to look at the environment right now. We’re going to get a question from Michele Ellison and from Pittsburgh, Pennsylvania, businesswoman, a social worker. You’re a Republican who’s voted for Democrats, but you’re not sure what you’re going to do this time around. Correct?",Biden Town Hall 2020,cf7mm9tCek
Michele Ellison,01:00:06,Correct. Greetings Former Vice President Biden.,Biden Town Hall 2020,7cxR45Wd0y
Joe Biden,01:00:11,Hello.,Biden Town Hall 2020,ohTaMS0I24
Michele Ellison,01:00:12,"Thank you, Mr. Stephanopoulos. In a 2012 report of the University of Pittsburgh’s Institute of Politics fracking was discussed and it is possible implications for the waterways from the Commonwealth to the gulf. Fracking has made the population sick and killed wildlife in Southwest Pennsylvania. The Commonwealth of Pennsylvania and small business development centers have already begun to transition people away from fossil fuels. What industries that are not harmful to human health and the environment are you planning for Southwest Pennsylvania and the nation?",Biden Town Hall 2020,HFbRkLWs3b
Joe Biden,01:00:50,"Well, first of all, I make it clear. I do not propose banning fracking. I think you have to make sure that fracking is in fact not emitting methane or polluting the well or dealing with what can be small earthquakes in how they’re drilling. So, it has to be managed very, very well, number one. Number two, what we have to do is the future rests in renewable energy. The single fastest growing energy source in the world right now, because I’m going to say something that’s going to sound self-serving, but I manage the RecoveryAact and I was able to invest billions of dollars into bringing down the cost per BTU of wind and solar. So now it’s cheaper than coal, is cheaper than oil right now, and it has great, great promise. And it’s also the fastest growing employer in the energy industry.",Biden Town Hall 2020,7bDisCrbEn
Joe Biden,01:01:47,"And so there are a number of things that I would do immediately. Number one, there are well over 100,000 wells that are left uncapped in the region. We could hire 128,000 of these people who are working in the industry to cap these wells and get a good salary doing it now, number one. Number two, we should be moving toward finding the new technologies that are going to be able to deal with carbon capture. So, ultimately, it’s a transition we moved from, to a net zero emission of carbon that we’re still going to be able to use if we find the right technology, some gases, some gas to be able to, if we can carbon capture.",Biden Town Hall 2020,PJqD8rWBST
Joe Biden,01:02:28,"And I think we’re going to be able to move in a direction where by the year 2035, we’ll be able to have net zero emissions of carbon from the creation of energy, energy creation so we can move it by dealing with those. And every time we talk about global warming or the environment, the president thinks it’s a joke and I think as jobs, because what we’re going to have happened is you’ll be able to see now, as I started to say before. I as president is going to invest that $600 billion that we spend in government contracts, only on those things that in fact also are not only made in America, but building an infrastructure that’s clean and new.",Biden Town Hall 2020,eZ9OKMzKqJ
Joe Biden,01:03:14,"And what we have to do is focus on the transmission of energy across the country from areas relating to solar and wind. The reason is that they have not, that has not been mastered yet. I met a lot of people in Silicon Valley. The battery technology is increasing significantly so you’re going to be able to have, for example, solar on your home and a battery the, this by this by this, as I’m showing you here in your basement. So when the sun doesn’t shine for five days, you still have enough energy. So, we’re making significant progress.",Biden Town Hall 2020,KhIjfltoaI
Joe Biden,01:03:48,"The other thing we’re going to do is provide an awful lot of work. It’s estimated to put close to a million people to work by weatherizing four million buildings and two million homes, because we’ll save tons and tons of energy or billions of barrels of energy over time. And at the same time provide significant employment and a good union wages, prevailing wages.",Biden Town Hall 2020,5rnREZ4twx
George Stephanopoulus,01:04:11,"Let me stick on fracking for a second day. You said you don’t want to ban fracking. As you know, it’s an important issue here in Pennsylvania. Not everyone buys your denial. A member of the Boilermakers Local 154 Shawn Steffee was quoted in the New York Times today saying “You can’t have it both ways.” It says, “You can’t meet your goal to end fossil fuels without ending fracking.” What do you say to people like Shawn who doubt your denial because they think you want to keep that promise [crosstalk 01:04:34]?",Biden Town Hall 2020,l6L26nqh6i
Joe Biden,01:04:34,"[crosstalk 01:04:34] Boilermaker’s overwhelming endorsement. Okay? So, the Boilermakers Union has endorsed me because I sat down with them and went in a great detail with leadership exactly what I would do, number one. Number two, what I would do is I would giving tax breaks and subsidizing oil. We don’t need to subsidize oil any longer, number one. We should stop that and save billions of dollars over time. What I would also do with regard to there’s no, the difference between me and the new green deal, they say automatically by 2030 we’re going to be carbon free. Not possible.",Biden Town Hall 2020,lli6LtU3RV
George Stephanopoulus,01:05:09,"So, are you for or against it? You say you’re not for it, but in your website, it says you call it a crucial framework, the green deal.",Biden Town Hall 2020,ZTcCn8IkuE
Joe Biden,01:05:16,"My deal is a crucial framework, but not the new green deal. The new green deal calls for elimination of all non renewable energy by 2030. You can’t get there. You’re going to need to be able to transition, George, to be able to transition to get to the place where we invest in new technologies that allow us to do things that get us to a place where we get to net zero emission, including in agriculture. I’ve laid out a detailed plan. We should be taking the plan where we allow significant more land to be put in conservation, plant deep rooted plants which absorb carbon from the air and in fact, pay farmers to do it. We can do things like pelletize all the chicken manure and all the horse manure and cow manure, and take out the methane and use it as fertilizer and make a lot of money doing it.",Biden Town Hall 2020,Rr88GWbkY9
Joe Biden,01:06:06,"For example, right now, down in … And people when I say that, they wonder what I’m talking about. The biggest carbon sink in the world is the Amazon. More carbon absorbed from the air diminishing global warming in the Amazon than all the carbon emitted on a yearly basis from the United States of America from all vehicles on all means. So we have to use our imaginations. We have to move in the direction as well providing for electric vehicles. Electric vehicles will save billions of gallons of oil, [inaudible 01:06:38] estimated, not me, Wall street, one million automobile jobs, but we’re lagging me. I mean, we’re not investing. We’re not doing any of the research.",Biden Town Hall 2020,Vh3ihFQ3RI
George Stephanopoulus,01:06:48,"Got to take another quick break. We’ll be right back. Welcome back to our town hall with Former Vice President Joe Biden. The next question comes from Mark Hoffman, Center Valley, Pennsylvania, conservative, who voted for Trump in 2016.",Biden Town Hall 2020,fv05RtVT6d
Mark Hoffman,01:11:30,"Welcome to Pennsylvania, Mr. Vice President.",Biden Town Hall 2020,bRP1vn6f3w
Joe Biden,01:11:33,Good to be back home. I’m from Pennsylvania.,Biden Town Hall 2020,t7oASiQAL2
Mark Hoffman,01:11:34,"Yes, I know. Scranton, right?",Biden Town Hall 2020,rJPUVDOsEb
Joe Biden,01:11:36,Yep.,Biden Town Hall 2020,ZykTr4eWhn
Mark Hoffman,01:11:37,"So, pieces breaking out all over the world. Our troops are coming home. Serbia is talking to Kosovo and the Arabs and Israelis are talking peace which I believe is a modern day miracle what’s going on. Does President Trump’s foreign policy deserves some credit?",Biden Town Hall 2020,ONajljGw32
Joe Biden,01:11:57,"A little more, but not a whole lot. We find ourselves in a position where we’re more isolated in the world than we’ve ever been. Our allies-",Biden Town Hall 2020,kxuLCHw47J
Joe Biden,01:12:03,"Were more isolated in the world than we ever have been. Our allies… Our go it alone, our America first has made America alone. You have Iran closer to having enough nuclear material to build a bomb. North Korea has more bombs and missiles available to it. We find ourselves where our NATO allies are publicly saying they can’t count on us. We’re in a situation as well, where in the far East, we find ourselves, in the Western Pacific, where we’re isolated as well. You have Japan and South Korea at odds with one another. China is making moves. So I would say, we’re find ourselves less secure than we’ve been. I do compliment the president on the deal with Israel recently. But if you take a look, we’re not very well trusted around the world. When 17 major nations in the world were asked who they trust more, who’s a better leader, and the president came in behind both, the international survey, both behind Putin, as well as Xi. And look what Putin is doing. You have bounties on American militaries heads in Afghanistan. They have more people there now, by the way, than when we left in Afghanistan. And we find ourselves in a situation where he’s talked to Putin six times, hadn’t said a word to him. And NATO is on the risk of beginning crack because they doubt whether we’re there. You see what’s happened in everything from Belarus to Poland, to Hungary, and the rise of totalitarian regimes in the world. And as well as, this president embraces all the thugs in the world. He’s best friends with the leader of North Korea, sending love letters.",Biden Town Hall 2020,WmZIyOQSyd
Joe Biden,01:13:57,"He doesn’t take on Putin in any way. He’s learned the art of the steal from the art of the deal by Xi and China. So I would respectfully suggest, no, there is no plan, no coherent plan for foreign policy. We’ve been most effective as a world leader, in my humble opinion, not just by the exercise of our power. We’re the most powerful nation in the world, but the power of our example. That’s what’s led the rest of the world to follow us on almost everything. He’s pulled out of almost every international organization. He gets laughed at, literally, not figuratively, when he goes to the United Nations. It’s not about the president, per se. It’s about the nation and the lack of respect that’s shown to us.",Biden Town Hall 2020,uJvcdx5lUd
George Stephanopoulus,01:14:55,"Want to get one more question in this segment, and it comes from Mieke Haeck. She’s from State College, Pennsylvania. This is your first presidential election that you’re vote in.",Biden Town Hall 2020,cAImJtk7RL
Mieke Haeck,01:15:03,It is.,Biden Town Hall 2020,tgGaeNlomp
Joe Biden,01:15:04,"Hi, Mieke. How are you?",Biden Town Hall 2020,bOK8rCF1H5
Mieke Haeck,01:15:06,"I’m good. Thank you. I’m the proud mom of two girls, 8 and 10. My youngest daughter is transgender. The Trump administration has attacked the rights of transgender people, banning them from military service, weakening non-discrimination protections, and even removing the word transgender from some government websites. How will you, as president, reverse this dangerous and discriminatory agenda and ensure that the lives and rights of LGBTQ people are protected under US law?",Biden Town Hall 2020,yKV13VWPC4
Joe Biden,01:15:51,"I will flat out just change the law. Eliminate those executive orders, number one. You may recall, I’m the guy who said… I was raised by a man who, I remember, I was being dropped off. My dad was a high school educated, well-read man who was a really decent guy. And I was being dropped off to get an application in the center of our city, Wilmington, Delaware, the corporate capital of the world at the time. I’m getting out to get an application to be a lifeguard in the African-American community, because there was a big swimming pool complex.",Biden Town Hall 2020,vCuRvV0rlk
Joe Biden,01:16:26,"And these two men, well-dressed, leaned up and hugged one another and kissed one another. I’m getting out of the car at the light, and I turned to my dad. My dad looked me. He said, “Joey, it’s simple. They love each other.” The idea that an 8 year old child or a 10 year old child decides, “I decided I want to be transgender. That’s what I think I’d like to be. It’d make my life a lot easier.” There should be zero discrimination. And what’s happening is too many transgender women of color are being murdered. They’re being murdered. I think it’s up to, now, 17. Don’t hold me to that number, but it’s… It’s higher now?",Biden Town Hall 2020,HBBx4VtmzU
Mieke Haeck,01:17:04,Yeah.,Biden Town Hall 2020,LgMjLthzAf
Joe Biden,01:17:04,"And that’s just this year. And so I promise you, there is no reason to suggest that there should be any right denied your daughter, or daughters, whichever, one or two.",Biden Town Hall 2020,qxmJ8eKJOg
Mieke Haeck,01:17:17,One.,Biden Town Hall 2020,Mv2dNQ8WFR
Joe Biden,01:17:18,"One. Your daughter, that your other daughter has a right to be and do. None. Zero. And by the way, my son Beau, who passed away, was the attorney general of the state of Delaware. He was the guy who got the first transgender law passed in the state of Delaware. And because of a young man who became a woman, who worked for him in the attorney general’s office.",Biden Town Hall 2020,8m7x6ruxg6
George Stephanopoulus,01:17:40,We’ve got one more segment coming up. Thank you.,Biden Town Hall 2020,hh7RkTH25z
Joe Biden,01:17:43,And I’m proud of her.,Biden Town Hall 2020,rgdYOni6YM
George Stephanopoulus,01:17:44,We’ll be right back.,Biden Town Hall 2020,D55OQcArsc
Speaker 3,01:21:58,"The vice president and the people, a special edition of 2020. Here again, George Stephanopoulos.",Biden Town Hall 2020,gpSwaF2YVE
George Stephanopoulus,01:22:07,"And welcome back to our town hall with former Vice President Joe Biden. The next question comes from Keenan Wilson, Narberth, Pennsylvania, Democrat.",Biden Town Hall 2020,Ya46Apm90Q
Keenan Wilson,01:22:15,"Good evening. You say that you committed to entering this race after the events of Charlottesville in 2017. I assume that that feeling that prompted you to run will not go away once the results are determined. So hypothetically, if you lose, how will you use your platform to urge President Donald Trump, and those rallying behind him, towards the ideals of a more perfect union?",Biden Town Hall 2020,5IXjOfoc2J
Joe Biden,01:22:44,"Well, to be very honest with you, I think that’s very hard. Things have not let themselves to him learning from what’s happened, what’s gone before. Instead of being chastened by being one of the few presidents, the only president to be impeached and then have a member of his own party vote to expel him, it emboldened him. But what I will do… Hopefully, I’ll go back to being a professor at the University of Pennsylvania. And making the case that I’ve been made, and at the Biden Institute at the University of Delaware, focusing on these same issues, relating to what constitutes decency and honor in this country. It’s the thing that got me involved in public life to begin with. As a kid, I’d moved from Scranton, where there were no African-Americans and moved down to Claymont, Delaware.",Biden Town Hall 2020,1hBabPUS2A
Joe Biden,01:23:44,"And in Delaware we have the eight largest Black population, as a percent of population. It was an epiphany for me seeing what was going on, and I got deeply involved. I’m no great shakes. I wasn’t John Lewis. I don’t mean to imply that. But it’s the thing that’s motivated… My dad used to have an expression for real. He said, “Everyone’s entitled to be treated with dignity. Everybody.” And it was real. Everybody is. And so whether I’m a defeated candidate for president back teaching or I’m elected president, it is a major element of everything that I’m about, because it reflects who we are as a nation.",Biden Town Hall 2020,lKLcRraDBi
Joe Biden,01:24:26,"Every single solitary generation, the dial has moved closer and closer and more and more to inclusion. And we are a country that is a country of slaves who came here 400 years ago, Indigenous people, and everyone else is an immigrant. And we’re a diverse country. And unless we are able to treat people equally, we’re just never going to meet our potential. But I think the American people want to see that happen. I think they’re ready to see it happen. And I’d tell you one thing, if I’m elected president, you will not hear me race baiting. You’ll not hear me dividing. You’ll hear me trying to unify, and bring people together. When I said I was running because I wanted to unify the country, people said, “Well, there are the old days.” We better be able to do it again.",Biden Town Hall 2020,V9FED46H2A
Keenan Wilson,01:25:10,Agreed.,Biden Town Hall 2020,Wdc4yb2ZiX
Joe Biden,01:25:10,We’d better be able to do it again.,Biden Town Hall 2020,pnpEhsx98k
George Stephanopoulus,01:25:11,"Mr. Vice President, if you lose, what will that say to you about where America is today?",Biden Town Hall 2020,Ws5VYaG2Jc
Joe Biden,01:25:16,"Well, it could say I’m a lousy candidate, and I didn’t do a good job. But I hope that it doesn’t say that we are as racially, ethnically, and religiously at odds with one another as it appears the president wants us to be. Usually, the president’s in my view, with all due respect, has been divide and conquer. The way he does better if he splits us. There’s division. And I think people need hope. Look, George, I’ve never been more optimistic about the prospect for this country than I am today. And I really mean that. I think the people are ready. They understand what’s at stake, and it’s not about Democrat or Republican. If I get elected, I’m running as a proud Democrat, but I’m going to be an American president. I’m going to take care of those who voted against me, as well as those who voted for me, for real. That’s a presence too. We got to heal this nation, because we have the greatest opportunity to any country in the world to own the 21st century. And we can’t do it divided.",Biden Town Hall 2020,zYwehrkXNi
George Stephanopoulus,01:26:28,"One more break. We’ll be right back. And we are wrapping up our town hall with former Vice President Joe Biden. Mr. Vice President, as you know, President Trump had a town hall meeting tonight, as well. During that town hall meeting, he was asked several times whether he took a COVID test the day of your last debate. You’re supposed to have another debate a week from tonight. Just two quick questions. Do you expect that debate to happen? Will you demand that President Trump take a test that day and that it be negative before you debate?",Biden Town Hall 2020,0exjJVY1Xr
Joe Biden,01:30:49,"Yeah. And by the way, before I came up here, I took another test. I’ve been taking them every day, the deep test, the ones that go in most. Because if I had not passed that test, I didn’t want to come here and expose anybody. And I just think it’s just decency, to be able to determine whether or not you’re clear. I’m less concerned about me, but then the guys with the cameras, the people working in the Secret Service guys you drive up with, all those people. And so, yes, I believe he will do that. Look, I’m going to abide by what the commission rules call for. I was prepared to debate him remotely, which was supposed to happen. And he said he wouldn’t do that, a virtual debate, or a town hall. He didn’t want to do that. I didn’t set those rules. The commission set the rules. So whatever rules they set, I’m confident that the Cleveland Clinic is the one overseeing it. I think they’re going to not let happen what happened last time. They’re going to demand that it’s safe.",Biden Town Hall 2020,8137fJtOc2
George Stephanopoulus,01:32:00,But you expect to be there?,Biden Town Hall 2020,DJjjmnNJ2L
Joe Biden,01:32:01,I expect to be there.,Biden Town Hall 2020,zfhyIIZJlZ
George Stephanopoulus,01:32:02,"Mr. Vice President, thank you for your time tonight. Thanks to all the questioners here. It was really terrific questions. I think you did a service to our democracy tonight. Thank you very much. I want to go back to my colleague, David Muir, in New York.",Biden Town Hall 2020,qU3aHym6FB
Savannah Guthrie,03:50:00,"It’s nothing but noise. What? Okay. All right, ladies and gentlemen, not withstanding a little, few technical difficulties, we’re thrilled to have you tonight. And we are very honored by the presence of our president, Donald Trump, who is going to walk in right now. We are about 30 seconds from air, so it’ll be just in time. Mr. President.",Trump Town Hall 2020,hXGfxPfzjA
Speaker 1,04:35:00,This is an NBC news special presentation of Today with Savannah Guthrie.,Trump Town Hall 2020,BmFIXuzd8D
Savannah Guthrie,04:40:00,"Tonight, Donald Trump in the arena. His first prime time network appearance since falling ill with Coronavirus.",Trump Town Hall 2020,GtXUqpoVAe
Donald Trump,04:48:00,"I’m feeling great, I don’t know about you. How is everyone feeling?",Trump Town Hall 2020,0NndEuDaH7
Savannah Guthrie,04:51:00,"With tonight’s debate canceled, the President faces our questions live and hears from voters about their concerns in the battleground state of Florida.",Trump Town Hall 2020,FPpUKB86Fr
Donald Trump,05:00:00,"It’s great to be back in my home state, Florida, to make my official return to the campaign trail.",Trump Town Hall 2020,JmzU32XlDZ
Savannah Guthrie,05:06:00,"With just 19 days to go, the President makes his case.",Trump Town Hall 2020,sH0RlgVWnl
Donald Trump,05:10:00,My goal is to fight for you and fight for your family.,Trump Town Hall 2020,gwbexKGXa8
Speaker 1,05:16:00,"From NBC News, Decision 2020, President Trump Town Hall. Live from the Perez Art Museum in Miami, here’s Savannah Guthrie.",Trump Town Hall 2020,MxESxnhTc4
Savannah Guthrie,05:28:00,"Hi everybody, and good evening. It’s good to have you with us, and welcome to Miami and our town hall with President Donald Trump. And we want to say right off the top, this is not how things were supposed to go tonight. This was supposed to be a town hall debate between Donald Trump and Joe Biden. But after the President contracted COVID, the debate commission announced it would have to be a virtual debate because of health concerns. The President then said he would not participate in a virtual debate. At that point, Joe Biden scheduled a town hall tonight in Pennsylvania on another network, and now the President is doing the same, his own town hall with the same venue format and time as NBC’s town hall with Joe Biden last week. So the two candidates go head to head tonight, though, not face to face, each in a key battleground state.",Trump Town Hall 2020,YzfqohYBpB
Savannah Guthrie,06:11:00,"And tonight, the President will be taking questions from voters here in Miami, who we should mention are socially distanced and they’re wearing masks. And I should say, this audience looks a bit like America, it’s divided. Some here voted for the president in 2016 and plan to again, some support Joe Biden, and some say they are truly undecided. We’re going to get a mix of questions on a range of topics, and we’re going to get to those questions in a moment. But first with all of that ado, welcome, Mr. President, and thank you for being here.",Trump Town Hall 2020,20BL1lQ8d2
Donald Trump,06:37:00,"That was very well stated, I have to say. Good job.",Trump Town Hall 2020,2pFGFCDzjI
Savannah Guthrie,06:40:00,"Thank you. We’re glad you’re here, we’re glad you’re well. We send our best to the First Lady and to Barron.",Trump Town Hall 2020,vIDnEstdZ6
Donald Trump,06:46:00,"Thank you, thank you.",Trump Town Hall 2020,hqy5ct0Dp8
Savannah Guthrie,06:46:00,Do you have any remaining symptoms from COVID?,Trump Town Hall 2020,gOjM7v4RdX
Donald Trump,06:48:00,"Nothing whatsoever, I’m great, I feel good. I was in North Carolina today and did a big rally with tremendous turnout, and I just feel really good. Florida, Pennsylvania, were- They said, “Let’s go to the hospital.” I said, “That’s okay. I’m going to respond to what you say.” And we went over to Walter Reed, where you have tremendous professionals. They gave me Regeneron and Remdeceiver both. And all I know is I felt good the following day, I felt really good.",Trump Town Hall 2020,HgPzqBOo6r
Savannah Guthrie,07:36:00,Did the doctors ever tell you that they saw pneumonia on your lung scans?,Trump Town Hall 2020,JiKbOsdm5c
Donald Trump,07:39:00,"No, but they said the lungs are a little bit different, a little bit perhaps infected, and-",Trump Town Hall 2020,nD0tsljR3r
Savannah Guthrie,07:46:00,Infected with?,Trump Town Hall 2020,eB9Fo79y2b
Donald Trump,07:48:00,"I don’t know. I mean, I didn’t do too much asking. I really felt good. I didn’t have much of a problem with the lungs. I did have a little bit of a temperature. Obviously, I felt there was something missing, and then I tested, I tested positive.",Trump Town Hall 2020,Ji1vSJs8kr
Savannah Guthrie,08:01:00,"Well, let’s talk about testing because there’s a little bit of a, I guess, confusion about this. And I think we can clear it up.",Trump Town Hall 2020,2Mf7wNF1Qc
Donald Trump,08:06:00,"Yeah, and there shouldn’t be.",Trump Town Hall 2020,noIcTNgVOd
Savannah Guthrie,08:07:00,"Your first positive test was Thursday, October 1st, okay? When was your last negative test? When did you last remember having a negative test?",Trump Town Hall 2020,uLBHfnsW1H
Donald Trump,08:18:00,"Well, I test quite a bit, and I can tell you that before the debate, which I thought it was a very good debate, and I felt fantastically, I had no problems before.",Trump Town Hall 2020,ZuDU7MqtGP
Savannah Guthrie,08:27:00,Did you test the day of the debate?,Trump Town Hall 2020,L3l4eplz5l
Donald Trump,08:29:00,"I don’t know, I don’t even remember. I test all the time. But I can tell you this, after the debate, I guess a day or so, I think it was Thursday evening, maybe even late Thursday evening, I tested positive. That’s when I first found out about it.",Trump Town Hall 2020,NgWVHa7jCm
Savannah Guthrie,08:44:00,"Well back to the debate, because the debate commission’s rules, it was the honor system.",Trump Town Hall 2020,r8OFV4Np5e
Donald Trump,08:48:00,Yeah.,Trump Town Hall 2020,XWzh4ElBls
Savannah Guthrie,08:48:00,Would be that you would come with a negative test. You say you don’t know if you’ve got a test on the day of the debate?,Trump Town Hall 2020,nG5edmgHf4
Donald Trump,08:53:00,"I had no problem. Again, the doctors do it. I don’t ask them. I test all the time. And they-",Trump Town Hall 2020,BfjpaCR6FS
Savannah Guthrie,08:57:00,"Did you take a test, though, on the day of the debate?",Trump Town Hall 2020,D6Hp2AdZ66
Donald Trump,09:00:00,"If you ask as the doctor, they’ll give you a perfect answer. But they take a test and I leave and I go about my business.",Trump Town Hall 2020,rguve1toUJ
Savannah Guthrie,09:06:00,"So you did you take a test on the day of the debate, I guess is the bottom line?",Trump Town Hall 2020,2KVZbTdVOc
Donald Trump,09:07:00,"I probably did, and I took a test the day before and the day before, and I was always in great shape, and I was in great shape for the debate. And it was only after the debate, a period of time after the debate that I said, “That’s interesting.” And they took a test and it tested positive.",Trump Town Hall 2020,dIboo0uY8h
Savannah Guthrie,09:25:00,"Just to button it up, do you take a test every single day?",Trump Town Hall 2020,VSWnPLEPm1
Donald Trump,09:26:00,"No. No, but I take a lot of tests.",Trump Town Hall 2020,SR3P8btORf
Savannah Guthrie,09:29:00,Okay. And you don’t know if you took a test the day of the debate?,Trump Town Hall 2020,sNDoA7FPmf
Donald Trump,09:31:00,"Possibly I did, possibly I didn’t. But the doctor has very accurate information and it’s not only that doctor, it’s many doctors. The one thing, if you’re President, you have a lot of doctors you’re surrounded by. But I was in great shape for the debate. And sometime after the debate, I tested positive, then that’s when they decided to, let’s go.",Trump Town Hall 2020,PJHz3EeA2P
Savannah Guthrie,09:50:00,"Okay, good. I hopefully provided some clarity for folks. Let’s talk about the event that was held at the White House on the Saturday before you tested positive. Subsequent to that, 13 people connected to that event tested positive. There was an outdoor reception, you’ve seen the pictures. There was an indoor reception. People were not wearing masks. My question to you is, at this point in the pandemic, knowing what we know, shouldn’t you have known better? Shouldn’t the White House know better than to hold an event like that?",Trump Town Hall 2020,21vrU2vLaM
Donald Trump,10:19:00,"Well, they do a lot of testing in the White House, they test everybody including me, but they test everybody. And something happened. But as far as the mask is concerned, I’m good with masks. I’m okay with masks. I tell people, wear a mask. But just the other day, they came out with a statement that 85% of the people that wear masks catch it. So this is a very-",Trump Town Hall 2020,X9bwgpvfBE
Savannah Guthrie,10:37:00,It didn’t say that. I know that study.,Trump Town Hall 2020,ZB56JgGX96
Donald Trump,10:40:00,"That’s what I heard, and that’s what I saw. And regardless, but everybody’s tested and they’re tested often. And I also knew that, hey, I’m President. I have to see people. I can’t be in a basement. I can’t be in a room. I can’t be… I have to be out.",Trump Town Hall 2020,Y34uRV9YxT
Savannah Guthrie,10:56:00,"You can see people with a mask, though, right?",Trump Town Hall 2020,xh8o0h7Gl2
Donald Trump,10:58:00,"I can, but people with masks are catching it all the time. I mean, if you look at the Governor of Virginia, he was known for a mask. If you look at Thom Tillis, a great guy, he always had a mask, and they caught it.",Trump Town Hall 2020,4zuFrds6aV
Savannah Guthrie,11:09:00,"Well, there are pictures of Thom Tillis, actually with one of Judge Barrett’s kids not wearing a mask. But you know Chris Christie, he was part of your debate prep.",Trump Town Hall 2020,SCbgWlVLfK
Donald Trump,11:16:00,Yeah.,Trump Town Hall 2020,Yu5tEibQVG
Savannah Guthrie,11:16:00,"He was, I believe at that event. He came out tonight, he was sick, very sick. He was in the hospital for about a week.",Trump Town Hall 2020,EmNzJwEkdW
Donald Trump,11:22:00,"Yes, I know this.",Trump Town Hall 2020,Bfk2G0oZDf
Savannah Guthrie,11:22:00,"He came out tonight and said, “I was wrong not to wear a mask.”",Trump Town Hall 2020,EZPZQQZlyF
Donald Trump,11:26:00,"Well, I mean, he has to say that. I think it’s great, he’s a friend of mine. He’s a good guy. And wrong or not wrong, you have to understand, as President, I can’t be locked in a room someplace for the next year and just stay and do nothing. And every time I go into a crowd, I was with the parents of our fallen heroes. These people are the most incredible people. And they came up to me and they would hug me, and they would touch me, and I’m not to not let them do it, to be honest with you.",Trump Town Hall 2020,J6hEPLTsyv
Savannah Guthrie,11:56:00,"Now, there was an event with the gold star families the day after the Supreme Court event.",Trump Town Hall 2020,MGw0iu22DQ
Donald Trump,11:59:00,"There was, exactly right. We had a gold star event with the most incredible people you’ve ever seen. And I could have chosen not to talk to them, or to keep everybody away. And you know what? I don’t think that’s probably where it was caught, but maybe it was.",Trump Town Hall 2020,qeEHuI9azR
Savannah Guthrie,12:11:00,"I going to say, you bring it up, you brought it up yourself. I mean, are you trying to suggest that? Do you believe a grieving military family gave you a COVID?",Trump Town Hall 2020,apQ4GfAkbT
Donald Trump,12:18:00,"No, I don’t know where it came from, and you don’t know where it came from, and the doctors don’t know where it came from. But as the President, I have to be out there. I also know-",Trump Town Hall 2020,svVHWDkgNE
Savannah Guthrie,12:26:00,"Well, there’s no one that says you can’t be out there, but it’s just about wearing masks and having… For example, your rallies.",Trump Town Hall 2020,BplPNnZi1I
Donald Trump,12:30:00,I know this.,Trump Town Hall 2020,00fXTNMIwZ
Savannah Guthrie,12:30:00,Your rallies don’t require masks.,Trump Town Hall 2020,k2p1S1Aagr
Donald Trump,12:33:00,"I mean, let’s see, Kamala. She’s got people now, people have it, and I’m not blaming her. I’m not saying, “Oh, she did a terrible thing.” As President, I have to be out there. I can’t be in a basement. I can’t be locked in a very beautiful room someplace in the White House. And I want to see the gold star families, and I want to see everybody. And I also say to people all the time, it’s risky doing it. It is risky doing it.",Trump Town Hall 2020,cFqCeH7ulX
Savannah Guthrie,12:55:00,"But as President, you’re right. You want to be a leader, but you also are a leader and a setter of an example. And if you’re not wearing a mask when your administration is saying, “Best practice right now is wear a mask,” no, it’s not foolproof. But that will-",Trump Town Hall 2020,S4RJFPAN3f
Donald Trump,13:09:00,"But many people are catching it. Many people are getting this disease that was sent to us by China, and it shouldn’t have been allowed to happen. But many people are getting this. And I mean, nobody’s being blamed. Everybody is working hard to get this thing out of our country, get it out of the world. Look at what’s going on in Europe, massive spikes. They’ve done a very good job, but now you take a look today at the UK, you take a look at Spain and France and Italy. There’s tremendous spikes.",Trump Town Hall 2020,vFaX30DAYB
Savannah Guthrie,13:38:00,"But our death rate is worse than, well, not Spain, but those other countries.",Trump Town Hall 2020,TuRuYa7JoQ
Donald Trump,13:38:00,"Well, I have thing right here that will tell you exactly the opposite.",Trump Town Hall 2020,LS8nAdeVcF
Savannah Guthrie,13:41:00,Me too.,Trump Town Hall 2020,gJWTtXGB7I
