"text","cmp_code","eu_code"
"Democrats will re-establish merit-based federal contracting decisions","304",NA
"and prohibit political appointees, at the White House or in agency leadership, from interfering in grantmaking.","304",NA
"We will restore and re-empower independent inspectors general across the federal government","202.1",NA
"and work to strengthen whistleblower protections to fully protect federal employees from retaliation.","202.1",NA
"And we will ban lobbying by foreign governments","304",NA
"and significantly lower the threshold for having to register as a federal lobbyist in order to close loopholes that allow special interests to secretly influence policymaking in Congress and across the federal government.","304",NA
"Democrats condemn President Trump's determination to sow chaos and division by inappropriately deploying federal agents to American cities,","305.2",NA
"where too many have used egregious tactics against peaceful protestors.","605.2",NA
"We know federal agents can ably protect federal property while also clearly displaying badges, insignias, and identifying markings;","605.2",NA
"without detaining Americans in undisclosed locations without cause;","605.2",NA
"and without brutally attacking peaceful protestors.","605.2",NA
"Democrats are committed to following the rule of law","202.1",NA
"and will uphold the First Amendment right to peaceably assemble.","202.1",NA
"The Republican Party has packed our federal courts with unqualified, partisan judges who consistently rule for corporations, the wealthy, and Republican interests.","305.1",NA
"They have undermined the legitimacy of our courts through an anti-democratic, win-at-all costs campaign that includes blocking a Democratic president from appointing a justice to the Supreme Court and obstructing dozens of diverse lower-court nominees.","304",NA
"The Democratic Party recognizes the need for structural court reforms to increase transparency and accountability.","202.1",NA
